Incident Date,year,month,state,Total Number of Dead and Missing,Cause of Death,average_temp,Migration Route,geometry
2022-06-06,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-110.9595 31.8012)
2022-06-06,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.1306 31.982717)
2022-06-06,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-110.007283 31.3665)
2022-06-10,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.800367 31.6394)
2022-05-30,2022.0,5,ARIZONA,1,Vehicle accident / death linked to hazardous transport,64.8,US-Mexico border crossing,POINT (-111.086212 31.726038)
2022-06-06,2022.0,6,ARIZONA,1,Drowning,73.6,US-Mexico border crossing,POINT (-114.723249 32.710439)
2022-06-11,2022.0,6,TEXAS,2,Drowning,80.8,US-Mexico border crossing,POINT (-106.541544 31.80454)
2022-06-14,2022.0,6,TEXAS,1,Drowning,80.8,US-Mexico border crossing,POINT (-106.2871 31.586134)
2022-06-14,2022.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-100.088005 29.054634)
2022-06-14,2022.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-106.132154 31.682263)
2022-06-19,2022.0,6,TEXAS,2,Mixed or unknown,80.8,US-Mexico border crossing,POINT (-106.527487 31.784218)
2022-06-19,2022.0,6,TEXAS,1,Drowning,80.8,US-Mexico border crossing,POINT (-106.572572 31.816307)
2022-06-19,2022.0,6,TEXAS,1,Drowning,80.8,US-Mexico border crossing,POINT (-106.200406 31.596315)
2022-06-19,2022.0,6,TEXAS,1,Drowning,80.8,US-Mexico border crossing,POINT (-106.319896 31.6561)
2022-06-12,2022.0,6,TEXAS,2,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-104.820102 31.039131)
2022-06-18,2022.0,6,NEW MEXICO,1,Accidental death,68.6,US-Mexico border crossing,POINT (-106.610284 31.785269)
2022-06-27,2022.0,6,TEXAS,6,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-98.596078 29.331513)
2022-06-27,2022.0,6,TEXAS,47,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-98.596078 29.331513)
2022-06-10,2022.0,6,TEXAS,1,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-98.199947 26.889564)
2022-06-30,2022.0,6,TEXAS,3,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-99.329223 28.12467)
2022-06-30,2022.0,6,TEXAS,1,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-99.329223 28.12467)
2022-06-29,2022.0,6,TEXAS,2,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-98.374869 26.234094)
2022-06-09,2022.0,6,,1,Drowning,,US-Mexico border crossing,POINT (-106.470777 31.754013)
2022-06-12,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.162071 31.450057)
2022-06-13,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.143768 32.228715)
2022-06-13,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-112.091069 31.744483)
2022-06-15,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.065367 31.971417)
2022-06-15,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-109.59211 31.35204)
2022-06-17,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.48615 31.813117)
2022-06-17,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.75181 31.88642)
2022-06-18,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.062218 31.788686)
2022-06-18,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.067 31.78036)
2022-06-21,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.94445 31.752033)
2022-06-22,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.263997 32.172488)
2022-06-22,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.77168 31.79791)
2022-06-22,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.715543 31.724553)
2022-06-26,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.819084 31.804629)
2022-06-29,2022.0,6,,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-113.150887 31.981232)
2022-06-29,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.78658 31.72563)
2022-06-30,2022.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.0671 31.80071)
2022-06-30,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-112.03763 32.5016)
2022-06-30,2022.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.1719 32.0753)
2022-06-25,2022.0,6,,1,Drowning,,US-Mexico border crossing,POINT (-100.508187 28.709798)
2022-06-30,2022.0,6,TEXAS,2,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-99.350881 28.039903)
2022-06-30,2022.0,6,TEXAS,2,Vehicle accident / death linked to hazardous transport,80.8,US-Mexico border crossing,POINT (-99.350881 28.039903)
2022-07-05,2022.0,7,,1,Mixed or unknown,,US-Mexico border crossing,POINT (-100.508034 28.705765)
2022-07-05,2022.0,7,,1,Drowning,,US-Mexico border crossing,POINT (-100.510013 28.697531)
2022-06-16,2022.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-98.247376 26.308698)
2022-07-10,2022.0,7,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",85.4,US-Mexico border crossing,POINT (-98.158617 27.216961)
2022-06-18,2022.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-98.30528 26.129776)
2022-07-15,2022.0,7,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",74.8,US-Mexico border crossing,POINT (-115.508113 32.671078)
2022-07-19,2022.0,7,,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-100.508095 28.705366)
2022-05-27,2022.0,5,TEXAS,1,Mixed or unknown,73.4,US-Mexico border crossing,POINT (-99.635717 27.838005)
2022-06-09,2022.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-100.502588 28.722926)
2022-07-19,2022.0,7,,1,Drowning,,US-Mexico border crossing,POINT (-100.509214 28.70931)
2022-07-19,2022.0,7,,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-100.503994 28.676327)
2022-07-22,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.83519 31.90608)
2022-05-24,2022.0,5,,1,Drowning,,US-Mexico border crossing,POINT (-100.509493 28.704747)
2022-07-22,2022.0,7,TEXAS,1,Drowning,85.4,US-Mexico border crossing,POINT (-106.260569 31.552434)
2022-07-27,2022.0,7,NEW MEXICO,2,Vehicle accident / death linked to hazardous transport,74.4,US-Mexico border crossing,POINT (-106.64538 31.863731)
2022-07-11,2022.0,7,TEXAS,1,Drowning,85.4,US-Mexico border crossing,POINT (-98.797366 26.357015)
2022-07-24,2022.0,7,TEXAS,1,Sickness / lack of access to adequate healthcare,85.4,US-Mexico border crossing,POINT (-106.434413 31.772619)
2022-06-27,2022.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.8,US-Mexico border crossing,POINT (-102.427318 30.052273)
2022-08-06,2022.0,8,,7,Drowning,,Caribbean to US,POINT (-81.513867 24.407137)
2022-08-04,2022.0,8,CALIFORNIA,1,Accidental death,77.9,US-Mexico border crossing,POINT (-117.03215 32.54328)
2022-08-09,2022.0,8,TEXAS,1,Drowning,85.3,US-Mexico border crossing,POINT (-100.474086 28.647245)
2022-08-09,2022.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",85.3,US-Mexico border crossing,POINT (-100.247687 28.973874)
2022-08-01,2022.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",85.3,US-Mexico border crossing,POINT (-100.357817 28.818389)
2022-08-01,2022.0,8,TEXAS,1,Mixed or unknown,85.3,US-Mexico border crossing,POINT (-100.319545 28.509398)
2022-08-07,2022.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",85.3,US-Mexico border crossing,POINT (-100.442965 28.788226)
2022-08-02,2022.0,8,NEW MEXICO,1,"Harsh environmental conditions / lack of adequate shelter, food, water",74.0,US-Mexico border crossing,POINT (-106.961264 32.07856)
2022-08-04,2022.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",85.3,US-Mexico border crossing,POINT (-98.854696 29.393879)
2022-08-04,2022.0,8,ARIZONA,1,Accidental death,80.4,US-Mexico border crossing,POINT (-111.441183 32.687507)
2022-06-02,2022.0,6,ARIZONA,2,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-113.84158 32.352179)
2022-08-15,2022.0,8,TEXAS,1,Vehicle accident / death linked to hazardous transport,85.3,US-Mexico border crossing,POINT (-106.610468 31.878206)
2022-08-14,2022.0,8,TEXAS,1,Drowning,85.3,US-Mexico border crossing,POINT (-100.511592 28.741588)
2022-08-02,2022.0,8,TEXAS,1,Drowning,85.3,US-Mexico border crossing,POINT (-98.559408 26.246238)
2022-07-19,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.25281 32.412024)
2022-07-19,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.522637 32.284117)
2022-07-17,2022.0,7,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",74.8,US-Mexico border crossing,POINT (-114.810549 33.04307)
2022-05-17,2022.0,5,TEXAS,1,Mixed or unknown,73.4,US-Mexico border crossing,POINT (-98.290059 26.144776)
2022-08-17,2022.0,8,,3,Drowning,,US-Mexico border crossing,POINT (-100.510731 28.70175)
2022-08-21,2022.0,8,,1,Drowning,,US-Mexico border crossing,POINT (-100.504031 28.673803)
2022-08-23,2022.0,8,,2,Drowning,,US-Mexico border crossing,POINT (-100.510212 28.696799)
2022-08-15,2022.0,8,TEXAS,1,Vehicle accident / death linked to hazardous transport,85.3,US-Mexico border crossing,POINT (-106.610471 31.876122)
2022-08-25,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-114.63571 32.682189)
2022-08-25,2022.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",85.3,US-Mexico border crossing,POINT (-99.928923 28.925973)
2022-08-25,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-114.650595 32.450771)
2022-08-20,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-113.582187 32.270098)
2022-08-29,2022.0,8,TEXAS,1,Drowning,85.3,US-Mexico border crossing,POINT (-100.54461 28.812734)
2022-04-13,2022.0,4,TEXAS,1,Accidental death,62.8,US-Mexico border crossing,POINT (-97.672268 26.034636)
2022-09-04,2022.0,9,TEXAS,1,Drowning,,US-Mexico border crossing,POINT (-98.33119 26.189917)
2022-08-02,2022.0,8,NEVADA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",75.0,,POINT (-116.371791 36.959335)
2022-09-22,2022.0,9,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-100.12207 28.50082)
2022-09-01,2022.0,9,,8,Drowning,,US-Mexico border crossing,POINT (-100.511267 28.705292)
2022-09-01,2022.0,9,,1,Drowning,,US-Mexico border crossing,POINT (-100.511267 28.705292)
2022-09-20,2022.0,9,TEXAS,1,Mixed or unknown,,US-Mexico border crossing,POINT (-100.455188 28.708839)
2022-09-26,2022.0,9,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-100.118681 28.490723)
2022-09-26,2022.0,9,TEXAS,1,Mixed or unknown,,US-Mexico border crossing,POINT (-99.839827 28.697125)
2022-09-25,2022.0,9,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-100.630763 28.969679)
2022-09-07,2022.0,9,CALIFORNIA,1,Sickness / lack of access to adequate healthcare,,US-Mexico border crossing,POINT (-114.735326 32.746046)
2022-09-28,2022.0,9,,19,Drowning,,Caribbean to US,POINT (-81.73581 24.543914)
2022-10-02,2022.0,10,TEXAS,3,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-100.411145 29.275346)
2022-10-04,2022.0,10,,1,Violence,,US-Mexico border crossing,POINT (106.2849 31.7114)
2022-09-23,2022.0,9,TEXAS,1,Violence,,US-Mexico border crossing,POINT (-105.374513 31.115984)
2022-09-28,2022.0,9,,1,Drowning,,US-Mexico border crossing,POINT (-100.511571 28.70559)
2022-09-29,2022.0,9,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-99.433686 27.391902)
2022-09-27,2022.0,9,ARIZONA,1,Accidental death,,US-Mexico border crossing,POINT (-109.522828 31.335663)
2022-09-28,2022.0,9,,1,Drowning,,US-Mexico border crossing,POINT (-100.510745 28.707927)
2022-09-22,2022.0,9,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-99.457196 27.425202)
2022-09-01,2022.0,9,,2,Drowning,,US-Mexico border crossing,POINT (-100.511267 28.705292)
2022-10-11,2022.0,10,TEXAS,1,Drowning,,US-Mexico border crossing,POINT (-99.524168 27.523929)
2022-10-10,2022.0,10,ARIZONA,1,Sickness / lack of access to adequate healthcare,,US-Mexico border crossing,POINT (-111.956268 32.860302)
2022-10-16,2022.0,10,TEXAS,2,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-98.114365 26.797506)
2022-10-13,2022.0,10,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-99.41026 28.944642)
2022-10-24,2022.0,10,,1,Drowning,,US-Mexico border crossing,POINT (-100.510102 28.70882)
2022-10-25,2022.0,10,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-100.398085 28.697237)
2022-10-19,2022.0,10,TEXAS,1,Mixed or unknown,,US-Mexico border crossing,POINT (-106.238975 31.715501)
2022-09-03,2022.0,9,TEXAS,1,Drowning,,US-Mexico border crossing,POINT (-100.506168 28.717306)
2022-11-02,2022.0,11,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-98.415362 26.330843)
2022-11-02,2022.0,11,,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-100.510974 28.707792)
2022-11-04,2022.0,11,TEXAS,3,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-101.941385 35.187369)
2022-10-30,2022.0,10,ARIZONA,1,Violence,,US-Mexico border crossing,POINT (-114.798348 32.490916)
2022-11-10,2022.0,11,TEXAS,1,Drowning,,US-Mexico border crossing,POINT (-100.493862 28.762297)
2022-11-10,2022.0,11,CALIFORNIA,1,Drowning,,US-Mexico border crossing,POINT (-117.123908 32.537022)
2022-11-10,2022.0,11,,1,Drowning,,US-Mexico border crossing,POINT (-117.132901 32.580428)
2022-11-20,2022.0,11,,11,Drowning,,Caribbean to US,POINT (-81.187598 23.515965)
2022-07-03,2022.0,7,,1,Drowning,,Caribbean to US,POINT (-80.060577 25.65687)
2022-11-19,2022.0,11,,4,Drowning,,Caribbean to US,POINT (-81.412129 24.499024)
2022-11-22,2022.0,11,NEW MEXICO,1,Accidental death,,US-Mexico border crossing,POINT (-106.579096 31.784986)
2022-11-17,2022.0,11,NEW MEXICO,1,Mixed or unknown,,US-Mexico border crossing,POINT (-106.545798 31.787249)
2022-11-17,2022.0,11,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-106.53538 31.800609)
2022-11-26,2022.0,11,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-106.417356 31.753925)
2022-12-06,2022.0,12,TEXAS,3,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-100.55048 29.339606)
2022-12-06,2022.0,12,TEXAS,3,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-100.410528 29.301739)
2022-12-06,2022.0,12,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-100.410528 29.301739)
2022-12-18,2022.0,12,,9,Drowning,,Caribbean to US,POINT (80.0684 26.6168)
2022-12-20,2022.0,12,,2,Drowning,,Caribbean to US,POINT (-81.047466 24.10209)
2022-12-24,2022.0,12,,1,Drowning,,US-Mexico border crossing,POINT (-100.510986 28.696339)
2022-09-22,2022.0,9,TEXAS,1,Mixed or unknown,,US-Mexico border crossing,POINT (-96.720089 28.952049)
2022-11-30,2022.0,11,TEXAS,1,Vehicle accident / death linked to hazardous transport,,US-Mexico border crossing,POINT (-96.598276 29.001451)
2022-07-01,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-113.1305 32.45157)
2022-07-01,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-113.13042 32.43606)
2022-07-01,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.527517 32.309908)
2022-07-04,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.30484 32.25445)
2022-07-07,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.719 31.6517)
2022-07-08,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-112.00602 31.73471)
2022-07-08,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-112.14851 31.79995)
2022-07-08,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-112.00602 31.71471)
2022-07-09,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-110.82748 31.50029)
2022-07-10,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.64775 31.57852)
2022-07-10,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-113.09917 32.4373)
2022-07-10,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.214073 31.519059)
2022-07-12,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.39667 31.925833)
2022-07-12,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-110.959251 31.4056)
2022-07-14,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.92995 31.88015)
2022-07-15,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.397145 31.925464)
2022-07-18,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-109.096365 31.591469)
2022-07-18,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.32328 32.0887)
2022-07-18,2022.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.3,US-Mexico border crossing,POINT (-111.77026 31.91862)
2022-07-19,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.8745 31.714)
2022-07-19,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.90511 31.7814)
2022-07-21,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.82705 32.36428)
2022-07-24,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.2739 31.42363)
2022-07-26,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.855091 32.166292)
2022-07-26,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.885296 32.166238)
2022-07-26,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.698551 31.670708)
2022-07-26,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-111.873344 32.184669)
2022-07-29,2022.0,7,ARIZONA,1,Mixed or unknown,80.3,US-Mexico border crossing,POINT (-112.12803 31.9762)
2022-08-01,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-111.03867 31.75449)
2022-08-05,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-111.155142 31.484986)
2022-08-06,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-111.167489 31.501019)
2022-08-08,2022.0,8,ARIZONA,1,Mixed or unknown,80.4,US-Mexico border crossing,POINT (-111.63046 31.54707)
2022-08-24,2022.0,8,ARIZONA,1,Mixed or unknown,80.4,US-Mexico border crossing,POINT (-111.261768 31.445001)
2022-08-26,2022.0,8,ARIZONA,1,Mixed or unknown,80.4,US-Mexico border crossing,POINT (-112.40925 31.77688)
2022-08-26,2022.0,8,ARIZONA,1,Violence,80.4,US-Mexico border crossing,POINT (-110.9784 31.33287)
2022-08-30,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-110.77353 31.39808)
2022-08-30,2022.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",80.4,US-Mexico border crossing,POINT (-111.15726 31.48614)
2022-08-31,2022.0,8,ARIZONA,1,Mixed or unknown,80.4,US-Mexico border crossing,POINT (-111.968683 32.25485)
2022-09-07,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.582639 32.288306)
2022-09-07,2022.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-112.58083 31.99805)
2022-09-11,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.361324 32.289057)
2022-09-13,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.9238 31.99277)
2022-09-13,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.03748 31.98144)
2022-09-14,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-113.10851 32.210991)
2022-09-15,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.096944 31.743889)
2022-09-15,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-110.88061 31.70871)
2022-09-19,2022.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-110.77547 31.42272)
2022-09-22,2022.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,US-Mexico border crossing,POINT (-111.382204 32.100171)
2022-09-27,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.51583 31.82078)
2022-09-28,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.473433 31.84885)
2022-09-29,2022.0,9,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.436883 31.800483)
2022-10-12,2022.0,10,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.5687 31.82982)
2022-10-13,2022.0,10,,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.831137 31.884289)
2022-10-21,2022.0,10,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.117096 31.484091)
2022-10-21,2022.0,10,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-113.24019 32.32169)
2022-10-24,2022.0,10,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.17747 31.46757)
2022-10-25,2022.0,10,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.48268 31.46327)
2022-11-01,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-113.13286 32.43111)
2022-11-01,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-113.13407 32.44849)
2022-11-01,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-113.13481 32.44538)
2022-11-05,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.0677 31.66915)
2022-11-11,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-113.13171 32.20053)
2022-11-14,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.128 31.977)
2022-11-14,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.132096 31.980053)
2022-11-15,2022.0,11,ARIZONA,1,Drowning,,US-Mexico border crossing,POINT (-109.70075 31.379167)
2022-11-18,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.139679 31.984896)
2022-11-18,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.14043 31.984745)
2022-11-18,2022.0,11,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-112.13866 31.97781)
2022-12-11,2022.0,12,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.3315 31.9817)
2022-12-22,2022.0,12,ARIZONA,1,Violence,,US-Mexico border crossing,POINT (-111.57458 31.85138)
2022-12-23,2022.0,12,ARIZONA,1,Mixed or unknown,,US-Mexico border crossing,POINT (-111.498134 32.376949)
